,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,1042.77,311.87,1451.64,2107.84,673.12,1165.18,1163.68,1885.44,1126.03,1184.23,0.0,2772.19,848.99,859.77,437.29,1626.44,114.91,1430.26,1016.67,1238.57,383.38,1537.9,2087.72,1552.89,1682.18,700.77,1203.72,1145.23,1727.89,679.34,1649.74,2042.06,1386.59,1745.05,1760.53,1617.45,1268.72,934.41,1235.7,1601.29,1042.77
11,3354.14,2998.19,1805.95,4495.44,3179.11,3552.77,1905.11,1039.81,3437.4,2105.31,2933.24,0.0,3160.36,2857.2,3083.88,1424.69,2992.63,1830.7,3514.41,1980.0,3029.96,1822.29,4475.31,1464.87,1822.44,2980.54,1945.15,1903.88,1545.79,3111.97,4037.33,4429.66,1776.95,1776.19,4148.13,3928.82,1791.47,2967.58,2056.51,2098.26,3354.14
12,636.2,881.89,1858.06,2060.07,1115.31,1122.51,1285.94,2291.87,719.45,1299.71,884.57,3178.62,0.0,655.43,911.07,2032.87,974.81,1512.49,1083.36,1284.87,857.15,1944.33,1774.35,1959.32,2036.14,419.64,1286.71,1256.28,2134.32,634.03,1233.06,1994.29,1660.68,2061.27,1343.85,1143.81,1629.04,1311.96,1328.87,1978.85,636.2
13,991.24,748.68,1447.33,2245.92,1160.16,1303.26,945.6,1881.14,1074.5,959.37,785.02,2767.89,643.01,0.0,935.66,1622.14,844.41,1172.15,1467.25,944.53,881.74,1533.6,2168.64,1548.59,1677.87,430.12,946.37,915.94,1723.58,749.07,1729.88,2180.14,1320.34,1720.94,1840.67,1565.93,1264.41,1386.96,988.53,1634.03,991.24
14,1068.43,410.46,1620.19,1972.09,581.3,1029.43,1332.24,2054.0,1014.82,1352.78,432.21,2923.8,897.91,987.99,0.0,1794.99,522.46,1597.48,904.54,1369.87,162.25,1706.46,1951.97,1721.45,1850.73,749.69,1371.71,1313.79,1896.44,671.24,1513.99,1906.31,1555.15,1900.32,1624.78,1507.77,1437.27,939.04,1404.26,1605.92,1068.43
15,2293.32,1956.38,722.03,3453.63,2240.46,2510.96,863.3,523.55,2376.58,1063.5,1891.43,1410.3,2099.54,1815.39,2042.07,0.0,1950.82,788.89,2575.76,938.19,1988.15,667.03,3433.5,86.98,624.99,1919.72,903.34,862.07,252.87,2051.15,2995.52,3387.85,735.14,586.0,3106.32,2868.0,749.66,2028.94,1014.7,1048.82,2293.32
16,1133.02,402.12,1477.39,2198.09,763.37,1255.42,1189.44,1911.2,1216.28,1209.99,114.91,2797.95,939.23,885.53,527.54,1652.2,0.0,1456.02,1106.92,1264.33,473.62,1563.66,2177.96,1578.65,1707.93,791.01,1229.48,1170.99,1753.65,769.59,1739.99,2132.31,1412.35,1770.81,1850.78,1707.7,1294.48,1024.66,1261.46,1664.09,1133.02
17,1721.86,1544.09,576.23,3056.82,1952.52,2114.15,415.32,1137.13,1805.12,690.81,1570.78,2023.88,1528.07,1269.41,1716.69,878.13,1630.17,0.0,2240.88,462.13,1662.77,694.21,2899.26,804.58,875.45,1348.26,473.32,594.78,979.57,1479.69,2500.05,2991.04,221.66,948.1,2610.84,2296.54,255.98,1789.02,744.31,1377.92,1721.86
18,1035.39,1108.39,2225.39,1802.65,455.01,525.63,1937.43,2659.19,981.78,1957.98,1037.41,3453.47,1072.88,1619.74,927.76,2400.19,1127.66,2204.01,0.0,2001.61,943.34,2311.65,1818.6,2326.65,2418.53,1381.43,1977.47,1918.98,2501.64,1202.36,1380.62,1772.94,2160.34,2429.99,1457.02,1474.73,2042.47,1468.7,2009.46,2135.59,1035.39
19,1555.61,1377.84,736.24,2890.56,1786.26,1947.9,32.99,1170.05,1638.86,289.85,1404.53,2056.8,1361.82,1103.15,1550.43,911.04,1463.92,372.54,2074.62,0.0,1496.52,822.51,2733.0,837.5,966.78,1182.0,62.4,261.81,1012.49,1313.44,2333.79,2824.78,440.01,1039.44,2444.59,2130.29,344.17,1677.08,343.35,1157.92,1555.61
20,1060.81,379.59,1589.31,1987.68,599.85,1045.01,1301.36,2023.12,1030.4,1321.91,401.34,2892.93,867.03,957.12,162.25,1764.12,491.59,1566.61,923.1,1338.99,0.0,1675.58,1967.55,1690.57,1819.85,718.81,1340.83,1282.91,1865.57,686.83,1529.57,1921.9,1524.27,1869.44,1640.37,1523.35,1406.4,908.16,1373.39,1575.04,1060.81
21,2249.35,1937.33,193.26,3434.58,2098.18,2491.91,844.25,962.7,2332.6,1044.45,1864.65,1849.45,2055.56,1796.34,2023.02,703.69,1931.77,662.69,2433.47,919.14,1969.1,0.0,3414.45,630.15,234.52,1875.74,884.29,843.01,670.78,2007.18,2976.47,3368.8,608.15,307.18,3087.26,2824.03,692.48,1886.65,995.64,973.44,2249.35
22,1452.01,2268.91,3173.12,1132.83,2116.71,1712.69,2769.06,3606.93,1510.05,2782.83,2187.02,4493.68,1857.88,2435.4,2026.43,3347.92,2277.27,2995.61,1937.14,2768.0,2042.01,3259.39,0.0,3274.38,3403.66,2214.84,2769.83,2739.4,3449.37,2142.46,1115.94,1067.05,3108.08,3466.53,1195.48,953.01,2990.2,2614.42,2811.99,3281.3,1452.01
23,2303.0,1920.73,671.24,3417.98,2189.67,2475.31,827.65,515.52,2386.26,1027.85,1855.78,1402.27,2109.22,1779.74,2006.42,106.43,1915.17,753.24,2524.97,902.54,1952.5,616.24,3397.85,0.0,574.2,1929.4,867.69,826.41,261.57,2060.83,2959.87,3352.2,699.48,542.43,3070.67,2877.68,714.01,1978.14,979.04,998.03,2303.0
24,2384.52,1869.77,349.37,3449.59,1971.85,2506.92,963.08,901.4,2467.77,1163.28,1738.32,1788.15,2190.73,1915.17,1978.18,605.95,1828.57,818.79,2307.15,1037.97,1924.26,209.38,3429.46,528.0,0.0,2026.62,1003.12,961.85,555.13,2021.09,2991.48,3383.81,764.25,118.61,3102.28,2959.2,848.58,1760.32,1114.48,847.12,2384.52
25,933.78,691.61,1615.99,2045.46,941.16,1102.79,1072.46,2049.79,1017.04,1086.23,678.82,2936.55,504.29,349.77,705.33,1790.79,769.07,1299.0,1266.78,1071.39,651.41,1702.26,2025.33,1717.25,1822.66,0.0,1073.23,1042.8,1892.24,505.11,1587.35,1979.68,1447.2,1847.79,1698.15,1501.91,1415.56,1106.22,1115.39,1773.1,933.78
26,1594.95,1417.18,779.49,2929.91,1825.61,1987.24,72.33,1213.29,1678.21,329.19,1443.87,2100.04,1401.17,1142.49,1589.78,954.29,1503.26,415.79,2113.97,43.25,1535.86,865.76,2772.35,880.75,1010.03,1221.35,0.0,301.15,1055.74,1352.78,2373.14,2864.13,483.26,1082.69,2483.93,2169.63,387.42,1716.43,382.69,1197.27,1594.95
27,1606.97,1387.38,696.51,2884.63,1689.39,1941.96,125.59,1130.32,1690.23,262.79,1322.43,2016.57,1413.19,1154.52,1473.07,871.32,1381.82,502.1,2024.69,200.48,1419.15,782.78,2784.37,797.77,842.45,1233.37,165.63,0.0,972.76,1364.8,2385.16,2818.85,569.57,867.59,2495.95,2181.66,473.73,1477.86,209.76,958.7,1606.97
28,2439.56,2057.29,722.76,3554.53,2221.91,2611.87,964.21,652.08,2522.82,1164.41,1988.38,1538.83,2245.77,1916.3,2142.98,231.37,2051.73,889.8,2557.21,1039.09,2089.06,667.76,3534.41,172.74,607.68,2065.96,1004.24,962.97,0.0,2197.39,3096.43,3488.75,836.04,561.42,3207.22,3014.24,850.56,2010.39,1115.6,1030.27,2439.56
29,871.82,688.72,1712.16,2001.92,855.04,1059.25,1140.03,2145.96,955.08,1153.8,635.28,3032.71,657.07,806.37,661.79,1886.96,725.53,1366.58,1162.14,1138.96,607.87,1798.43,1981.79,1813.42,1890.23,642.7,1140.8,1110.37,1988.41,0.0,1543.81,1936.14,1514.78,1915.37,1654.61,1446.51,1483.14,1062.68,1182.96,1729.56,871.82
30,955.92,1659.39,2563.6,1338.8,1507.19,1103.17,2272.98,2997.4,1013.96,2286.75,1577.49,3884.15,1278.76,1871.52,1416.91,2738.4,1667.74,2499.52,1327.62,2271.91,1432.49,2649.86,1117.57,2664.85,2794.14,1635.72,2273.75,2243.32,2839.85,1532.93,0.0,1273.02,2498.55,2857.01,187.88,490.05,2380.68,2004.89,2315.91,2671.77,955.92
31,1653.46,2134.43,3038.64,344.71,1982.22,1578.21,2750.68,3472.44,1711.51,2771.23,2052.53,4359.19,2059.34,2385.46,1891.94,3213.44,2142.78,2994.95,1802.66,2767.33,1907.53,3124.9,1200.2,3139.89,3269.18,2147.15,2769.17,2732.23,3314.89,2007.97,1314.45,0.0,2973.59,3332.05,1332.71,1154.47,2855.72,2479.93,2811.33,3146.81,1653.46
32,1812.94,1600.89,480.96,3098.14,1902.9,2155.47,407.67,1041.85,1896.19,683.15,1535.94,1928.61,1619.15,1360.48,1686.58,782.85,1595.33,226.28,2238.2,454.48,1632.66,598.94,2990.33,709.31,780.17,1439.33,465.67,506.57,884.3,1570.77,2591.12,3032.36,0.0,852.83,2701.92,2387.62,224.82,1691.37,659.2,1264.96,1812.94
33,2349.91,1835.16,486.38,3414.98,1937.24,2472.31,983.57,901.7,2433.17,1166.55,1703.71,1788.45,2156.12,1945.82,1943.57,629.72,1793.96,934.61,2272.54,1058.46,1889.65,334.98,3394.85,551.77,157.25,2007.9,1023.6,965.11,545.65,1986.48,2956.88,3349.2,880.86,0.0,3067.67,2924.59,895.38,1725.72,1117.74,810.38,2349.91
34,1074.43,1770.63,2674.84,1300.91,1618.43,1190.37,2386.89,3108.64,1132.47,2405.26,1688.74,3995.39,1397.28,1990.03,1528.15,2849.64,1778.98,2618.04,1389.25,2390.42,1543.73,2761.1,1079.69,2776.1,2905.38,1754.23,2392.26,2361.83,2951.09,1644.17,194.41,1235.13,2609.79,2968.25,0.0,607.45,2491.92,2116.13,2434.42,2783.02,1074.43
35,804.9,1717.91,2694.08,1240.53,1520.99,1263.05,2121.96,3127.89,862.94,2135.73,1720.58,4014.64,1210.78,1788.3,1576.79,2868.89,1810.83,2348.5,1487.5,2120.89,1592.37,2780.35,954.81,2795.34,2872.16,1567.73,2122.73,2092.3,2970.33,1544.31,491.87,1174.75,2496.7,2897.29,593.62,0.0,2465.06,2147.98,2164.89,2814.86,804.9
36,1830.04,1548.5,539.94,3045.75,1850.51,2103.08,288.79,1088.09,1913.3,564.28,1483.55,1974.84,1636.25,1377.58,1634.19,829.09,1542.94,258.49,2185.81,335.6,1580.27,657.92,3007.44,755.55,839.16,1456.43,346.79,454.19,930.54,1587.87,2587.65,2979.97,229.99,911.82,2698.44,2404.72,0.0,1638.99,606.82,1273.86,1830.04
37,1536.81,1022.06,1683.32,2601.88,1124.14,1659.21,1395.36,2117.12,1620.06,1479.48,890.61,2795.83,1343.02,1433.11,1130.46,1858.12,980.86,1661.94,1459.44,1470.25,1076.55,1769.58,2581.75,1784.57,1760.9,1194.8,1435.4,1376.91,1888.07,1173.38,2143.77,2536.1,1618.27,1772.35,2254.57,2111.49,1500.4,0.0,1494.86,1477.95,1536.81
38,1643.72,1441.52,793.35,2938.77,1743.53,1996.1,193.89,1227.15,1726.98,231.69,1376.57,2113.91,1449.94,1191.27,1527.21,968.15,1435.96,570.4,2078.83,268.77,1473.29,879.62,2821.12,894.61,943.79,1270.12,233.92,143.05,1069.6,1401.55,2421.91,2872.99,637.86,968.93,2532.7,2218.41,542.02,1532.0,0.0,1060.04,1643.72
39,2374.25,1859.51,1043.56,3439.33,1961.59,2496.66,1196.03,1221.41,2457.51,1379.02,1728.06,1964.2,2180.47,1970.17,1967.91,956.33,1818.31,1284.72,2296.89,1270.92,1913.99,942.35,3419.2,878.38,887.18,2032.25,1236.07,1177.58,905.52,2010.82,2981.22,3373.55,1230.97,849.01,3092.01,2948.94,1245.49,1750.06,1330.21,0.0,2374.25
40,0.0,1030.71,2006.88,1630.58,900.12,907.32,1434.75,2440.68,89.29,1448.52,1033.38,3327.44,586.53,1101.09,991.78,2181.68,1123.63,1661.3,868.17,1433.69,1005.97,2093.15,1344.86,2108.14,2184.95,937.42,1435.53,1405.09,2283.13,857.11,945.66,1564.81,1809.5,2210.09,1056.45,742.15,1777.86,1460.78,1477.68,2127.66,0.0
