,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
11,1646.02,3491.32,3314.96,1974.85,3593.13,1720.84,2061.64,2067.0,3109.59,2256.26,3204.89,0.0,1988.12,3845.31,2909.72,2802.74,1897.96,2991.23,3956.94,4358.33,3132.13,1960.39,3314.25,3067.66,2876.24,2188.66,2969.56,4052.62,3796.76,2259.27,4345.95,3507.64,3430.63,3005.6,4115.57,240.42,3102.55,3037.98,1810.03,1918.7,1646.02
12,540.68,2576.25,2399.89,700.75,2678.07,506.86,1146.57,741.51,2194.52,1341.19,2289.82,1832.19,0.0,2930.24,1994.66,1887.67,534.03,2076.16,3041.88,3443.27,2217.07,713.08,2399.19,2152.59,1961.18,1019.9,2054.49,3137.56,2881.7,1344.21,3430.89,2592.57,2515.56,2090.54,3200.5,1893.09,2187.49,2122.91,390.24,1172.21,540.68
13,2705.31,1175.9,1329.64,3145.54,1212.54,2780.14,2463.4,3126.29,1340.6,2185.7,1145.49,3961.91,3128.99,0.0,1704.99,1757.87,2957.25,2659.7,339.89,693.97,1245.38,3019.68,1306.22,1391.96,1510.13,2733.56,1225.94,800.5,371.36,2089.78,681.59,1152.79,1341.1,1301.04,1098.58,4022.8,1624.23,1380.29,2959.04,2900.69,2705.31
14,1598.33,1305.72,1113.03,2038.56,1391.21,1673.15,1356.42,2019.31,896.1,1078.71,961.65,2854.92,2022.01,1730.93,0.0,281.06,1850.27,1630.74,1771.35,2243.95,736.53,1912.7,1112.33,757.2,321.14,1675.54,540.82,1867.03,1682.38,1009.11,2195.08,1306.57,1245.03,530.23,1929.97,2915.81,547.45,436.44,1852.05,1820.02,1598.33
15,1501.97,1253.86,1061.17,1942.2,1339.35,1576.79,1260.06,1922.95,855.8,982.35,993.53,2758.56,1925.65,1591.52,329.5,0.0,1753.91,1455.01,1719.48,2104.55,808.26,1816.34,1060.47,828.92,396.47,1528.86,612.54,1815.17,1542.97,912.75,2092.17,1253.85,1193.17,601.95,1878.11,2819.46,671.05,508.17,1755.69,1723.66,1501.97
16,359.87,2400.38,2224.02,684.46,2502.2,333.32,970.7,279.88,2018.66,1165.32,2113.95,1750.4,552.79,2754.37,1818.79,1711.8,0.0,1900.29,2866.01,3267.4,2041.2,351.22,2223.32,1976.72,1785.31,706.85,1878.62,2961.69,2705.83,1168.34,3255.02,2416.7,2339.69,1914.67,3024.63,1811.29,2011.62,1947.04,496.33,1155.71,359.87
17,1742.65,1838.08,1906.11,2182.87,1969.95,1817.47,1461.95,1918.84,1769.9,1374.23,1907.63,2999.24,2166.32,2479.97,1633.61,1526.62,1974.48,0.0,2303.71,2794.09,1792.44,1909.2,1919.84,1813.1,1600.13,1513.39,1629.86,2399.39,2457.07,1322.55,2727.44,2071.46,1777.39,1665.91,2462.33,3060.13,1826.44,1753.6,1996.37,2011.48,1742.65
18,2750.67,963.76,1125.34,3190.89,1160.38,2825.49,2469.97,2926.86,1340.42,2382.25,1502.74,4007.26,3174.34,403.66,1946.93,1911.92,2982.5,2447.56,0.0,838.91,1602.62,2917.22,1101.92,1651.11,1752.06,2521.41,1467.87,676.57,642.3,2330.53,772.25,1246.85,1128.95,1542.97,886.44,4068.15,1866.17,1622.22,3004.39,3019.5,2750.67
19,3129.92,1471.93,1633.51,3570.14,1637.14,3204.74,2888.0,3435.04,1765.2,2610.3,1570.1,4386.51,3553.59,697.12,2129.59,2182.48,3381.85,2955.73,802.13,0.0,1669.98,3425.4,1610.09,1816.56,1934.73,3029.58,1650.54,1106.92,811.53,2514.38,121.94,1577.39,1637.12,1725.64,1394.61,4447.4,2048.84,1804.89,3383.64,3325.29,3129.92
20,1864.4,987.57,794.88,2302.74,1073.05,1939.22,1567.96,2285.38,440.15,1337.43,446.5,3120.99,2288.08,1248.2,653.48,762.4,2116.34,1918.28,1453.19,1761.23,0.0,2178.77,794.17,302.34,458.62,1992.13,289.6,1548.87,1199.65,1055.2,1748.85,910.53,926.88,364.7,1611.82,3181.89,581.48,418.69,2118.13,1866.11,1864.4
21,444.33,2396.97,2363.38,823.81,2528.85,472.68,1093.75,427.61,2158.01,1304.68,2253.31,1889.75,749.11,2893.73,1958.15,1851.16,357.39,1896.88,2862.6,3352.99,2180.56,0.0,2362.68,2116.08,1924.67,598.06,2017.98,2958.28,2845.19,1307.7,3286.33,2556.06,2336.28,2054.03,3021.23,1950.65,2150.98,2086.4,635.68,1129.5,444.33
22,2271.95,542.75,53.97,2712.18,407.48,2346.77,1991.27,2448.16,466.14,1752.33,745.61,3528.54,2695.63,1260.26,1187.3,1296.22,2503.8,1968.85,1135.98,1626.37,858.41,2438.52,0.0,891.49,992.44,2042.71,708.25,1231.66,1211.72,1621.66,1559.71,287.83,609.67,783.35,1294.61,3589.44,1106.55,862.6,2525.67,2432.56,2271.95
23,1818.37,1076.36,883.67,2256.71,1161.85,1893.19,1521.93,2239.35,666.74,1291.39,304.82,3074.96,2242.04,1410.26,654.14,763.06,2070.31,2022.33,1541.99,1923.29,389.1,2132.74,882.97,0.0,459.28,1967.01,333.09,1637.67,1361.72,1009.17,1910.91,1063.91,1015.67,408.2,1700.61,3135.85,535.45,406.47,2072.09,1820.08,1818.37
24,1608.72,1074.6,881.91,2048.94,1160.09,1683.54,1366.8,2029.7,664.98,1089.1,730.53,2865.31,2032.39,1499.81,279.7,388.62,1860.65,1676.77,1540.23,2012.83,505.41,1923.08,881.21,526.08,0.0,1685.93,309.7,1635.91,1451.26,1019.5,1963.96,1075.45,1013.91,299.11,1698.85,2926.2,326.85,205.32,1862.44,1830.41,1608.72
25,689.44,2009.48,2031.09,1149.76,2141.35,784.35,700.97,676.89,1825.73,1034.8,1963.46,2170.74,1133.21,2561.45,1625.86,1518.88,732.52,1509.39,2475.1,2965.49,1848.27,597.37,2030.39,1857.31,1592.38,0.0,1685.7,2570.78,2512.9,1048.92,2898.83,2223.78,1948.79,1721.74,2633.73,2231.63,1818.69,1766.27,963.26,1083.43,689.44
26,1768.12,801.54,608.85,2208.35,887.03,1842.94,1495.94,2189.1,391.92,1248.51,457.47,3024.71,2191.8,1257.03,528.06,636.98,2020.06,1747.51,1267.16,1757.55,232.35,2082.49,608.15,253.01,333.2,1821.37,0.0,1362.84,1208.49,983.18,1690.9,802.39,740.85,101.52,1425.79,3085.61,468.07,199.14,2021.85,1794.09,1768.12
27,2951.97,1165.06,1326.64,3392.2,1361.69,3026.79,2671.28,3128.17,1541.72,2583.56,1839.93,4208.56,3375.65,791.34,2148.23,2113.23,3183.8,2648.86,689.51,1126.93,1831.75,3118.52,1303.22,1852.42,1953.36,2722.71,1669.18,0.0,1084.87,2531.84,1113.24,1448.15,1280.57,1744.28,473.14,4269.46,2067.47,1823.53,3205.7,3220.8,2951.97
28,2561.96,1045.21,1186.29,3002.19,1069.19,2636.78,2320.05,2982.94,1197.24,2042.35,1002.14,3818.55,2985.64,338.01,1561.64,1614.52,2813.9,2541.35,588.08,860.72,1102.03,2876.33,1162.87,1248.61,1366.77,2615.21,1082.58,1048.69,0.0,1946.42,848.34,1009.43,1201.11,1157.69,1265.34,3879.45,1480.88,1236.94,2815.69,2757.33,2561.96
29,913.0,1722.67,1529.98,1353.23,1808.16,987.83,616.56,1333.98,1313.05,602.25,1208.22,2169.59,1336.68,2150.53,1214.95,1107.96,1164.94,1359.92,2188.29,2663.56,1153.18,1227.37,1529.28,1070.99,1105.58,1061.64,979.4,2283.98,2101.99,0.0,2612.02,1723.52,1661.98,1054.5,2346.92,2230.49,1162.8,1041.31,1166.73,961.59,913.0
30,3114.25,1437.19,1598.77,3554.48,1621.47,3189.07,2872.34,3400.29,1749.53,2594.64,1554.43,4370.84,3537.93,681.45,2113.93,2166.81,3366.19,2920.99,767.39,149.14,1654.31,3390.65,1575.35,1800.89,1919.06,2994.84,1634.87,1150.85,795.86,2498.71,0.0,1561.72,1602.38,1709.97,1359.87,4431.73,2033.17,1789.22,3367.97,3309.62,3114.25
31,2338.58,512.71,302.92,2778.81,281.55,2413.4,2057.89,2514.78,679.2,1940.09,823.13,3595.17,2762.26,1103.89,1394.64,1499.84,2570.41,2035.47,1280.5,1616.91,999.77,2505.14,279.5,1098.82,1199.78,2109.32,915.59,1376.18,1055.34,1825.4,1604.53,0.0,709.47,990.69,1439.12,3656.07,1313.88,1069.94,2592.31,2607.42,2338.58
32,2285.6,427.81,660.27,2725.83,624.43,2360.42,2004.91,2461.8,875.35,1917.19,1102.68,3542.19,2709.28,1182.18,1481.86,1446.85,2517.43,1982.49,1014.9,1505.29,1165.38,2452.16,636.85,1186.05,1286.99,2056.34,1002.8,1110.58,1133.63,1865.47,1438.63,781.78,0.0,1077.91,1173.52,3603.09,1401.1,1157.16,2539.32,2554.44,2285.6
33,1742.66,859.58,666.89,2182.88,945.07,1817.48,1500.74,2163.64,449.96,1223.04,548.55,2999.25,2166.33,1319.58,503.86,612.78,1994.59,1722.04,1325.21,1815.59,323.44,2057.02,666.19,344.1,309.0,1795.9,101.52,1420.89,1271.03,1051.85,1748.94,860.43,798.89,0.0,1483.83,3060.14,478.18,174.94,1996.38,1862.76,1742.66
34,3015.7,1228.78,1390.37,3455.92,1425.41,3090.52,2735.0,3191.89,1605.45,2647.28,1903.66,4272.29,3439.37,1093.07,2211.95,2176.95,3247.53,2712.58,913.85,1407.2,1895.48,3182.25,1366.95,1916.14,2017.09,2786.44,1732.9,499.0,1377.46,2595.56,1340.55,1511.88,1300.64,1808.0,0.0,4333.18,2131.2,1887.25,3269.42,3284.53,3015.7
35,1613.32,3458.62,3282.26,1942.15,3560.44,1688.14,2028.94,2034.3,3076.89,2223.56,3172.19,249.51,1955.42,3812.61,2877.02,2770.04,1865.26,2958.53,3924.24,4325.64,3099.44,1927.69,3281.56,3034.96,2843.55,2155.96,2936.86,4019.93,3764.06,2226.57,4313.26,3474.94,3397.93,2972.91,4082.87,0.0,3069.85,3005.28,1777.33,1886.0,1613.32
36,1796.38,1254.63,1061.94,2236.61,1340.12,1871.2,1554.47,2217.36,845.01,1276.77,818.75,3052.97,2220.06,1692.99,479.73,669.32,2048.32,1864.44,1720.25,2206.02,685.15,2110.75,1061.24,602.95,329.4,1873.59,511.36,1815.94,1644.44,1149.19,2143.99,1255.48,1193.94,537.68,1878.88,3113.87,0.0,489.32,2050.11,1960.1,1796.38
37,1793.6,926.66,733.97,2231.94,1012.14,1868.42,1497.15,2214.58,517.04,1266.62,582.59,3050.19,2217.27,1382.15,445.66,554.58,2045.53,1825.43,1392.28,1882.67,357.47,2107.96,733.26,378.13,250.79,1899.28,161.75,1487.96,1333.61,984.39,1816.01,927.5,865.97,151.16,1550.91,3111.08,419.98,0.0,2047.32,1795.3,1793.6
38,316.32,2459.32,2282.96,401.16,2561.14,282.51,1029.64,690.05,2077.59,1224.26,2172.89,1642.24,379.73,2813.31,1877.73,1770.74,521.0,1959.23,2924.95,3326.34,2100.14,661.62,2282.26,2035.66,1844.25,945.01,1937.56,3020.63,2764.77,1227.28,3313.96,2475.64,2398.63,1973.61,3083.57,1703.14,2070.56,2005.98,0.0,872.63,316.32
39,730.43,2342.52,2166.16,535.58,2444.34,825.35,912.84,1106.35,1960.79,1107.46,1916.33,1889.05,1160.85,2696.51,1760.93,1653.94,978.43,1842.43,2808.15,3209.54,1861.3,888.89,2165.46,1779.1,1727.45,865.92,1687.51,2903.83,2647.97,993.68,3197.16,2358.84,2281.83,1762.62,2966.77,1960.53,1870.91,1749.42,876.33,0.0,730.43
40,0.0,2214.14,2037.78,489.24,2315.96,123.84,784.46,531.55,1832.41,979.08,1927.71,1564.15,503.55,2568.13,1632.55,1525.56,362.51,1714.05,2679.76,3081.16,1854.96,417.88,2037.08,1790.48,1599.07,646.15,1692.38,2775.45,2519.58,982.09,3068.78,2230.46,2153.45,1728.43,2838.39,1625.05,1825.38,1760.8,302.74,960.71,0.0
