,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
10,598.34,1839.57,146.15,1261.79,1183.34,983.91,3002.84,721.17,846.14,1374.17,0.0,1028.35,1379.22,1407.05,415.01,1954.82,1399.25,523.61,1826.06,1653.36,1655.67,3176.71,2937.99,932.14,773.49,907.05,1060.04,2352.78,2939.9,897.73,1446.22,2387.01,848.47,2187.85,561.19,1917.55,882.95,1787.09,1227.57,2447.71,598.34
11,978.15,2318.3,968.46,1755.1,1702.94,1084.96,3481.58,1496.08,1474.84,702.97,1030.04,0.0,1867.08,1818.74,1242.72,2450.42,1877.98,1087.91,2313.42,2132.09,2285.5,3655.45,3416.73,1092.69,1439.03,1223.53,1538.77,2831.51,3418.64,1563.27,1857.91,2865.75,1183.48,2666.59,972.86,2396.28,1548.49,2341.63,275.0,2926.45,978.15
12,1391.22,1411.53,1111.31,236.48,468.3,1331.01,2203.64,975.93,1024.82,1721.27,1172.89,1751.33,0.0,1984.09,1176.06,1122.59,971.22,1488.77,932.76,1225.33,838.48,2377.52,2138.79,1279.24,578.57,1447.93,580.35,1553.58,2511.87,669.68,1671.7,1696.03,1369.75,1695.12,1385.94,1489.52,781.16,894.61,1854.69,2019.68,1391.22
13,1270.7,2471.21,1331.9,1908.01,1855.85,1627.19,3634.49,1850.71,1833.2,2017.45,1393.47,1781.72,2019.99,0.0,1606.16,2603.33,2030.89,1380.46,2466.33,2285.0,2438.41,3808.36,3569.64,1575.43,1731.76,1516.08,1691.68,2984.42,2866.22,1856.0,682.92,3018.66,1476.03,2819.5,1265.41,2549.19,1841.22,2494.54,1980.94,2533.18,1270.7
14,592.51,1995.85,438.91,1204.95,1126.5,865.41,3040.11,415.32,546.39,1255.66,404.73,1246.59,1322.38,1625.29,0.0,1890.94,1555.54,564.22,1769.23,1809.65,1591.79,3213.99,2975.27,813.64,800.98,871.45,1216.32,2390.05,3096.19,925.22,1664.46,2532.5,793.27,2344.14,776.67,2073.84,779.48,1723.2,1389.09,2604.0,592.51
15,1960.64,1403.38,1680.73,1193.44,1400.6,1990.63,1421.36,1635.55,1555.89,2380.89,1742.31,2320.75,1115.03,2577.8,1782.98,0.0,1025.94,2058.19,735.55,1217.18,790.78,1577.95,1505.79,1938.87,1146.7,2107.55,1313.46,834.23,2503.72,1298.38,2285.07,1199.77,2029.37,1072.96,1955.36,1481.36,1289.77,603.91,2514.31,2011.53,1960.64
16,1352.83,602.47,1263.89,868.89,981.5,1622.5,1973.92,1267.42,1316.31,2012.75,1325.47,1712.95,810.47,1883.52,1467.55,942.77,0.0,1462.6,805.77,450.73,1127.5,2147.79,1909.07,1570.73,1101.38,1598.22,836.45,1323.86,1737.27,1138.28,1590.79,1358.09,1558.17,1158.93,1347.55,714.92,1210.84,940.64,1912.17,1245.08,1352.83
17,173.25,1917.52,316.0,1354.31,1302.15,759.87,3080.79,910.61,983.64,1167.9,396.04,1067.39,1466.3,1347.29,604.45,2049.64,1477.2,0.0,1912.64,1731.31,1865.54,3254.67,3015.94,725.87,983.36,597.93,1137.99,2430.73,3017.85,1107.6,1386.46,2464.97,557.88,2265.8,398.09,1995.5,1092.82,1940.84,1266.61,2525.66,173.25
18,1809.91,1355.14,1530.0,952.5,1159.66,1749.69,1683.78,1394.61,1443.51,2139.95,1591.57,2170.02,874.09,2402.77,1594.74,747.91,977.69,1907.46,0.0,1168.93,766.03,1857.65,1618.93,1697.93,1121.95,1866.61,1072.52,1033.71,2455.47,1265.47,2090.39,1176.16,1788.43,1228.76,1804.62,1433.12,1265.03,383.38,2273.38,1963.28,1809.91
19,1633.9,826.67,1544.95,1149.96,1262.57,1903.56,2254.98,1548.48,1597.37,2293.82,1606.53,1994.01,1091.53,2164.58,1748.61,1223.83,445.7,1743.66,1086.83,0.0,1408.57,2428.86,2190.14,1851.79,1382.45,1879.29,1117.52,1604.92,1396.16,1419.34,1871.86,1639.16,1839.23,1440.0,1628.61,398.26,1491.91,1221.7,2193.23,902.8,1633.9
20,1603.64,1618.6,1323.73,932.59,1139.75,1660.96,1911.7,1305.88,1198.89,2051.22,1385.31,1963.75,854.18,2342.45,1425.97,730.81,1241.16,1701.19,690.35,1432.4,0.0,2068.29,1896.39,1609.2,789.7,1777.88,1052.61,1311.17,2718.94,941.37,2070.48,1453.62,1699.7,1506.22,1598.35,1696.58,932.77,563.08,2162.97,2226.75,1603.64
21,3280.33,2636.59,3016.75,2439.26,2646.41,3236.45,290.69,2881.37,2930.26,3626.7,3078.33,3640.44,2360.84,3811.01,3081.5,1722.04,2259.15,3390.09,1863.01,2450.39,2178.08,0.0,1062.08,3184.68,2534.0,3353.36,2559.28,1714.41,3395.5,2685.67,3518.29,1643.94,3275.18,1847.67,3275.04,2714.58,2677.07,1991.21,3760.13,3244.74,3280.33
22,2940.61,2296.88,2677.03,2099.54,2306.7,2896.73,754.57,2541.65,2590.55,3286.99,2738.61,3300.72,2021.13,3471.3,2741.78,1574.55,1919.43,3050.38,1523.29,2110.67,1998.77,928.44,0.0,2844.97,2354.7,3013.65,2219.56,1377.88,3055.79,2412.51,3178.57,1304.22,2935.47,1507.96,2935.33,2374.86,2485.08,1738.16,3420.41,2905.02,2940.61
23,708.96,2287.03,917.24,1332.64,1254.19,117.32,3150.7,828.23,779.09,675.14,997.28,902.41,1450.07,1717.93,909.8,1969.81,1846.71,770.51,1896.91,2100.82,1670.67,3307.29,3102.95,0.0,928.67,353.32,1425.3,2517.74,3387.36,1052.91,1757.09,2660.19,353.04,2635.31,802.14,2365.01,955.61,1802.08,808.57,2895.17,708.96
24,868.32,1670.65,588.41,687.6,545.05,925.95,2455.54,570.87,529.78,1316.2,649.99,1228.44,734.31,1607.13,690.66,1274.65,1230.34,965.88,1280.54,1484.45,975.5,2612.13,2486.58,874.18,0.0,1042.86,808.93,1868.41,2770.99,203.54,1646.3,2043.81,964.68,2018.94,863.04,1748.64,202.78,1106.92,1427.66,2278.8,868.32
25,492.7,2134.91,700.28,1444.95,1366.5,307.94,3280.11,940.54,891.4,865.95,780.32,1093.22,1562.38,1524.55,862.75,2199.06,1694.59,571.12,2009.22,1948.7,1905.94,3453.99,3215.26,392.61,1040.98,0.0,1355.37,2630.05,3235.24,1165.22,1563.72,2682.35,177.04,2483.19,540.05,2212.89,1067.92,1971.08,999.38,2743.05,492.7
26,1129.57,1321.37,1040.62,548.79,640.53,1288.81,2484.65,933.73,982.63,1679.07,1102.2,1489.68,751.49,1660.25,1133.86,1453.49,881.06,1239.33,1264.19,1135.17,1169.91,2658.52,2419.8,1237.04,767.7,1374.96,0.0,1834.59,2421.71,804.59,1215.81,1868.82,1327.55,1669.66,1124.29,1399.36,877.16,1226.04,1688.9,1929.52,1129.57
27,2492.13,1848.4,2228.55,1651.06,1858.21,2448.25,1429.83,2093.17,2142.06,2838.5,2290.13,2852.24,1572.65,3022.81,2293.3,1026.01,1470.95,2601.89,1074.81,1662.19,1482.04,1603.7,1364.98,2396.48,1837.96,2565.16,1771.08,0.0,2736.11,1964.03,2730.09,717.05,2486.98,779.26,2486.84,1926.38,1981.03,1289.68,2971.93,2456.54,2492.13
28,2921.63,2016.4,2832.68,2437.69,2550.29,3191.29,3173.27,2836.21,2885.1,3581.54,2894.26,3281.74,2379.26,2912.34,3036.34,2511.56,1733.43,3031.39,2374.56,1405.15,2696.29,3347.14,3108.42,3139.52,2670.17,3167.01,2405.25,2752.0,0.0,2707.07,2702.23,2176.24,3126.96,2141.09,2916.34,1614.13,2779.64,2509.43,3480.96,578.13,2921.63
29,974.9,1656.93,694.99,702.54,579.34,1031.25,2537.7,676.17,669.4,1421.51,756.57,1335.01,768.59,1713.71,797.24,1391.85,1216.61,1072.45,1266.82,1470.72,1092.71,2711.58,2472.86,979.48,148.95,1148.17,795.21,1887.64,2757.27,0.0,1662.12,2030.09,1069.99,2005.22,969.61,1734.91,342.4,1224.12,1534.23,2265.07,974.9
30,1257.63,2197.15,1318.83,1633.94,1581.79,1614.13,3360.42,1846.45,1820.14,2004.39,1380.41,1768.66,1745.93,690.19,1593.09,2329.27,1756.83,1367.4,2192.27,2010.94,2164.34,3534.3,3295.57,1562.36,1701.67,1503.02,1260.63,2710.36,2634.69,1738.56,0.0,2744.6,1462.97,2545.44,1252.35,2275.13,1811.13,2220.47,1967.88,2301.65,1257.63
31,2477.97,1834.23,2214.39,1636.9,1844.05,2434.08,1287.91,2079.01,2127.9,2824.34,2275.97,2838.08,1558.48,3008.65,2279.14,1251.12,1456.79,2587.73,1060.64,1648.03,1536.13,1461.78,1223.06,2382.32,1892.05,2551.0,1756.92,717.82,2338.83,1949.86,2715.92,0.0,2472.82,505.33,2472.68,1912.21,2022.43,1275.51,2957.77,2300.67,2477.97
32,451.47,2092.65,659.04,1338.06,1259.61,243.5,3173.23,833.66,784.51,794.36,739.08,1021.62,1455.49,1482.29,755.86,2092.17,1652.33,528.86,1902.34,1906.44,1799.06,3347.1,3108.38,319.78,934.09,170.04,1313.11,2523.16,3192.98,1058.33,1521.46,2640.09,0.0,2440.93,449.1,2170.63,961.03,1864.19,927.78,2700.79,451.47
33,2236.66,1592.92,2147.71,1593.56,1800.72,2390.75,1634.79,2035.68,2084.57,2781.01,2209.29,2596.77,1515.15,2767.34,2235.8,1152.14,1215.48,2346.42,1064.84,1406.71,1504.83,1808.66,1512.0,2338.99,1869.64,2482.04,1713.58,884.8,2217.72,1906.53,2474.61,482.88,2429.49,0.0,2231.37,1670.9,1979.1,1279.71,2795.99,2179.57,2236.66
34,330.46,1798.5,426.44,1235.3,1183.14,728.6,2961.78,954.07,978.55,1162.8,488.02,1030.72,1347.28,1392.18,700.71,1930.62,1358.19,440.22,1793.63,1612.3,1765.7,3135.65,2896.93,720.78,897.01,580.28,1018.97,2311.72,2898.84,1021.25,1431.35,2345.95,485.1,2146.79,0.0,1876.48,1006.47,1821.83,1229.95,2406.65,330.46
35,1820.39,992.63,1731.45,1336.45,1449.06,2090.06,2441.48,1734.98,1783.87,2480.31,1793.03,2180.5,1278.03,2351.08,1935.11,1410.32,632.19,1930.16,1273.33,401.1,1595.06,2615.35,2376.63,2038.29,1568.94,2065.78,1304.01,1791.42,1614.93,1605.83,2058.35,1825.65,2025.73,1626.49,1815.11,0.0,1678.4,1408.19,2379.73,1121.58,1820.39
36,1031.88,1877.54,827.01,834.63,692.08,936.47,2523.42,580.37,399.55,1326.72,888.59,1467.03,881.34,1845.73,778.31,1342.53,1437.22,1127.97,1377.21,1691.33,1043.39,2680.01,2578.72,884.7,355.6,1053.38,1015.82,1936.29,2977.88,486.11,1882.73,2135.95,975.2,2175.02,1101.64,1955.52,0.0,1174.8,1460.15,2485.69,1031.88
37,1711.92,1426.13,1432.01,944.72,1151.88,1741.91,1733.85,1386.83,1307.17,2132.17,1493.59,2072.03,866.31,2394.99,1534.26,658.85,1048.68,1809.47,380.53,1239.92,542.06,1907.72,1669.0,1690.15,897.98,1858.83,1064.74,1083.79,2526.47,1049.66,2082.6,1226.23,1780.65,1278.83,1706.64,1504.11,1041.05,0.0,2265.59,2034.27,1711.92
38,1179.43,2519.59,1169.74,1885.62,1807.17,942.19,3682.86,1381.21,1332.07,576.6,1231.32,275.0,2003.05,2020.02,1444.01,2613.41,2079.27,1289.19,2449.9,2333.38,2314.26,3856.73,3618.01,949.92,1481.65,1105.27,1740.06,3032.8,3619.92,1605.89,2059.19,3067.03,1168.28,2867.87,1174.15,2597.57,1508.59,2411.75,0.0,3127.73,1179.43
39,2425.77,1618.54,2336.83,1941.83,2054.44,2695.44,3046.86,2340.36,2389.25,3085.69,2398.41,2785.89,1883.41,2484.89,2540.49,2015.7,1237.57,2535.54,1878.71,909.29,2200.44,3220.73,2982.01,2643.67,2174.32,2671.16,1909.39,2396.8,575.63,2211.21,2274.78,2322.05,2631.11,2231.87,2420.49,1118.28,2283.78,2013.57,2985.11,0.0,2425.77
40,0.0,1877.5,308.72,1314.29,1262.13,689.0,3040.77,903.34,912.78,1097.03,388.76,987.24,1426.28,1267.14,597.17,2009.62,1437.18,159.05,1872.62,1691.29,1844.69,3214.65,2975.92,655.01,976.08,527.06,1097.97,2390.71,2977.83,1100.32,1306.31,2424.95,487.01,2225.78,334.3,1955.48,1085.54,1900.82,1186.46,2485.64,0.0
