,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10,1843.97,616.97,754.81,1670.19,2018.64,1558.59,1224.15,1962.23,630.83,2370.73,0.0,549.78,1260.08,677.37,332.35,2683.24,1187.23,2100.61,705.92,1582.17,2563.42,2506.83,1914.35,1844.57,3189.99,436.92,1930.89,990.91,966.7,2329.16,2325.6,2832.59,3704.13,1166.06,1825.68,800.7,1918.61,745.86,1217.37,1899.66,2350.71,2857.91,938.6,1103.44,1856.87,1161.59,1133.68,634.96,2464.11,3426.0,1843.97
11,1715.77,705.07,724.22,1541.99,1836.29,1430.39,1392.44,1834.03,508.66,2242.53,532.33,0.0,930.02,976.24,636.9,2500.88,1080.6,1972.41,501.5,1498.69,2435.22,2378.63,1786.15,1569.61,3007.63,617.34,1690.43,804.82,840.55,2200.96,2197.41,2704.39,3575.93,1180.38,1697.48,705.15,1790.41,957.26,1110.74,1729.04,2222.51,2729.71,608.53,773.38,1728.67,1033.39,1286.69,348.15,2335.91,3297.8,1715.77
12,1527.21,1294.43,973.49,1664.73,1360.6,1553.13,1725.73,1645.46,1098.02,2365.27,1121.68,742.69,0.0,1311.4,1226.26,2025.19,1669.95,2024.56,1033.69,2083.75,2175.26,2118.67,1513.06,1093.92,2531.94,1206.69,1237.58,814.32,609.51,2083.06,2087.33,2444.43,3698.67,1667.64,1820.23,968.19,1913.15,1247.44,1700.09,1253.35,1962.55,2281.04,419.63,555.26,1540.1,1057.61,1635.26,909.93,2075.95,3420.54,1527.21
13,2162.15,1080.81,671.11,2160.56,2177.69,2048.97,702.83,2280.4,770.07,2861.1,668.95,1062.37,1344.03,0.0,565.91,2842.28,849.34,2590.98,895.68,1060.85,2821.74,2765.15,2200.39,1911.01,3349.03,752.08,2020.13,907.22,883.0,2729.54,2762.71,3090.91,4194.5,644.75,2316.06,744.54,2408.99,118.95,846.22,2070.43,2609.02,3098.13,1005.33,1125.16,2175.04,1520.22,612.36,985.65,2722.43,3916.38,2162.15
14,2023.49,755.82,768.39,1849.7,2198.15,1738.1,1175.87,2141.74,644.4,2550.24,247.14,751.51,1441.31,518.77,0.0,2862.75,1244.27,2280.12,757.63,1533.89,2742.93,2686.34,2093.86,2024.08,3369.5,450.5,2110.4,1004.49,980.28,2508.67,2505.12,3012.1,3883.64,1117.78,2005.2,798.6,2098.12,612.77,1274.41,2079.17,2530.22,3037.42,1102.61,1222.44,2036.38,1341.1,1085.4,737.34,2643.62,3605.51,2023.49
15,1276.56,2686.77,2338.5,1860.11,956.91,1775.01,3090.74,1343.31,2490.36,2560.65,2514.03,2135.04,1907.35,2676.41,2618.6,0.0,3062.3,1070.37,2398.7,3448.76,781.67,970.12,1286.41,1403.03,823.4,2599.04,1481.49,2206.67,2001.85,1281.86,1133.14,1060.36,3329.24,3032.66,2015.6,2333.2,2108.53,2612.45,3092.44,1180.13,1102.56,491.55,1811.97,1966.11,1168.71,1923.16,3000.27,2302.28,944.49,2954.92,1276.56
16,2485.25,1342.49,1296.44,2311.46,2659.91,2199.86,785.19,2603.5,1326.54,3012.0,1067.96,1213.27,1923.57,1026.34,1172.54,3324.51,0.0,2741.88,1369.41,953.47,3204.69,3148.1,2555.62,2485.84,3831.26,1269.55,2572.16,1532.54,1508.33,2970.43,2966.88,3473.86,4345.4,292.24,2466.96,1369.86,2559.88,1002.74,175.74,2540.93,2991.98,3499.18,1602.08,1750.49,2498.14,1802.86,615.8,1298.45,3105.38,4067.27,2485.25
17,825.36,2273.92,2071.42,1382.44,1056.38,1297.35,2823.66,860.04,2239.74,1862.68,2122.84,1958.16,1891.26,2409.33,2227.41,1196.64,2671.11,0.0,2131.61,3089.21,951.43,894.84,892.01,1430.72,1703.39,2254.24,1439.92,2011.99,2047.72,440.62,415.87,1425.21,2404.21,2765.57,1537.94,2066.12,1630.86,2345.37,2701.25,1220.29,738.71,1245.92,1829.06,1825.84,709.26,1599.38,2733.19,2125.4,852.11,1945.91,825.36
18,1914.25,1014.28,363.1,1875.51,1898.6,1763.91,1275.73,2032.51,159.84,2576.05,696.4,495.2,1096.14,861.4,761.65,2563.19,1389.81,2305.93,0.0,1633.75,2573.84,2517.25,1952.5,1631.92,3069.94,439.87,1772.23,541.86,517.65,2481.64,2514.82,2843.02,3909.45,1217.64,2031.01,324.39,2123.93,797.44,1419.12,1791.35,2361.13,2819.04,757.44,877.27,1927.15,1272.33,1185.26,160.94,2474.53,3631.32,1914.25
19,2877.43,1836.23,1386.39,2805.19,2916.02,2693.6,938.67,2995.68,1567.22,3505.73,1561.7,1707.0,2059.31,1116.29,1641.94,3580.61,976.61,3235.61,1636.05,0.0,3537.02,3480.43,2915.67,2649.08,4087.36,1654.28,2735.41,1622.49,1598.28,3444.82,3460.61,3806.19,4839.14,862.38,2960.69,1459.82,3053.62,1092.69,997.09,2808.77,3324.3,3831.51,1720.61,1840.44,2890.32,2235.5,716.96,1764.61,3437.71,4561.01,2877.43
20,1202.08,2729.76,2329.28,1838.28,1337.01,1753.19,3081.52,1268.83,2497.6,2513.56,2578.68,2216.02,2149.12,2667.19,2683.25,715.41,3126.95,885.5,2389.47,3439.54,0.0,234.36,1211.94,1695.69,1435.16,2680.02,1650.25,2269.84,2294.52,646.04,757.39,1046.16,2991.37,3023.43,1993.78,2323.98,2086.7,2603.23,3157.09,1452.79,449.87,422.95,2086.92,2083.7,1094.23,1913.93,2991.05,2383.26,273.23,2533.07,1202.08
21,1142.23,2669.91,2269.43,1778.43,1402.9,1693.34,3021.67,1208.98,2437.75,2453.71,2518.83,2156.17,2089.27,2607.34,2623.4,900.83,3067.1,825.65,2329.62,3379.69,219.27,0.0,1152.08,1635.84,1615.63,2620.17,1590.4,2209.99,2234.67,586.19,697.54,1072.46,2931.52,2963.58,1933.93,2264.13,2026.85,2543.38,3097.24,1392.94,390.02,608.37,2027.07,2023.85,1034.38,1854.08,2931.2,2323.41,162.73,2473.23,1142.23
22,167.21,1994.05,1698.74,1102.57,639.41,1017.47,2450.98,426.5,1867.06,1803.11,1842.96,1585.48,1388.33,2036.65,1947.54,1264.3,2391.24,909.2,1758.94,2809.0,1118.42,1061.83,0.0,884.0,1771.05,1974.36,925.38,1639.31,1482.83,1026.21,1059.39,1387.59,2845.17,2392.9,1258.06,1693.44,1350.99,1972.69,2421.38,727.92,905.7,1412.91,1292.95,1447.09,234.99,1283.4,2360.51,1752.72,1019.1,2466.18,167.21
23,873.87,1648.46,1327.53,1415.05,756.08,1329.95,2079.77,992.12,1452.05,2115.59,1475.72,1096.73,869.04,1665.44,1580.29,1420.67,2023.99,1377.11,1387.72,2437.79,1538.22,1481.63,908.54,0.0,1927.42,1560.73,470.17,1168.36,963.54,1446.02,1479.19,1807.4,3157.65,2021.68,1570.55,1322.23,1663.47,1601.48,2054.13,648.83,1325.51,1676.52,773.66,927.8,886.76,1004.95,1989.3,1263.97,1438.91,2879.52,873.87
24,2073.4,3483.61,3135.34,2656.95,1753.75,2571.85,3887.58,2140.15,3287.2,3285.69,3310.87,2931.88,2704.19,3473.25,3415.44,1004.7,3859.14,1867.21,3195.54,4245.6,1590.51,1700.78,2083.25,2199.86,0.0,3395.88,2140.3,3003.5,2798.69,1880.76,1913.94,1262.57,3836.54,3829.49,2812.44,3130.04,2905.37,3409.29,3889.28,1799.07,1760.25,1390.96,2608.81,2762.95,1965.55,2720.0,3797.11,3099.12,1721.97,3536.22,2073.4
25,1875.45,791.03,567.62,1701.67,2050.12,1590.07,1291.42,1993.71,341.14,2402.21,413.17,548.59,1258.89,763.51,517.75,2714.72,1265.35,2132.09,490.72,1649.44,2594.9,2538.31,1945.83,1876.05,3221.47,0.0,1962.37,1016.65,992.44,2360.64,2357.08,2864.07,3735.61,1233.33,1857.16,548.55,1950.09,813.12,1295.49,1931.14,2382.19,2889.39,937.41,1102.26,1888.35,1193.07,1200.94,477.65,2495.59,3457.48,1875.45
26,907.1,1906.33,1467.86,1352.05,803.74,1266.96,2220.1,1025.35,1636.17,2052.59,1733.59,1354.6,1133.95,1805.77,1838.16,1468.33,2281.86,1392.42,1528.05,2578.12,1495.26,1438.67,871.83,414.4,1975.08,1818.59,0.0,1408.42,1228.45,1403.06,1436.23,1764.43,3094.66,2162.01,1507.55,1462.56,1600.47,1741.81,2312.0,476.24,1282.55,1724.18,1038.57,1192.71,875.38,1052.51,2129.62,1521.83,1395.95,2816.53,907.1
27,1688.9,1349.16,612.1,1737.76,1610.68,1626.16,1364.33,1807.15,685.9,2438.29,1083.93,807.14,788.19,950.01,1081.43,2275.27,1510.84,2168.18,541.99,1722.35,2348.49,2291.9,1727.14,1344.0,2782.02,965.92,1487.67,0.0,229.73,2256.29,2289.46,2617.66,3771.7,1306.25,1893.25,606.79,1986.18,886.04,1507.72,1503.43,2135.77,2531.12,408.83,630.47,1701.79,1046.97,1273.86,586.48,2249.18,3493.57,1688.9
28,1648.0,1326.33,711.61,1764.7,1421.5,1653.1,1463.85,1766.26,785.41,2465.24,1153.59,774.6,727.24,1049.52,1180.94,2086.1,1610.36,2085.46,641.5,1821.87,2236.16,2179.57,1573.96,1154.83,2592.85,1065.44,1298.49,261.14,0.0,2143.96,2148.23,2505.34,3798.64,1405.76,1920.19,706.31,2013.12,985.55,1607.23,1314.25,2023.45,2341.94,376.3,597.93,1616.29,1073.92,1373.37,685.99,2136.85,3520.51,1648.0
29,1040.04,2567.71,2167.23,1676.23,1258.56,1591.14,2919.47,1106.78,2335.55,1955.36,2416.63,2053.97,1987.07,2505.14,2521.2,1197.25,2964.9,462.17,2227.43,3277.49,610.29,552.07,1049.89,1533.65,1675.16,2517.97,1488.2,2107.8,2132.48,0.0,270.62,1129.04,2433.17,2861.38,1831.73,2161.93,1924.66,2441.18,2995.04,1290.74,397.58,904.79,1924.88,1921.65,932.18,1751.89,2829.0,2221.21,509.35,1974.87,1040.04
30,1125.76,2560.48,2286.26,1669.0,1193.83,1583.91,3038.5,1160.43,2454.58,1892.54,2409.4,2173.0,2106.1,2624.17,2513.97,1316.28,2957.67,425.73,2346.45,3375.76,729.32,671.1,1168.92,1639.95,1794.19,2540.79,1607.23,2226.82,2238.78,269.74,0.0,1248.07,2443.39,2980.41,1824.5,2280.96,1917.42,2560.21,2987.81,1357.75,516.61,1023.81,2043.9,2040.68,1009.66,1870.91,2948.03,2340.24,628.38,2089.84,1125.76
31,1601.73,3129.41,2728.93,2237.93,1785.05,2152.84,3481.17,1668.48,2897.25,2795.58,2978.33,2615.67,2548.77,3066.84,3082.9,1061.44,3526.6,1496.81,2789.12,3839.19,1299.33,1308.73,1611.59,2095.34,1189.14,3079.67,2049.9,2669.5,2694.17,1390.65,1423.82,0.0,3346.42,3423.08,2393.43,2723.63,2486.35,3002.88,3556.74,1852.44,1270.13,1447.71,2486.57,2483.35,1493.88,2313.58,3390.7,2782.91,1329.93,3068.29,1601.73
32,2767.56,3794.05,3707.11,2495.85,2973.9,2817.47,4459.35,2756.95,3851.83,2501.04,3642.96,3502.47,3543.56,4045.02,3747.54,3351.44,4191.23,2306.03,3767.3,4609.33,2834.42,2776.21,2869.61,3083.01,3744.41,3774.36,3052.38,3647.67,3683.41,2313.66,2358.77,3198.29,0.0,4291.01,2912.71,3701.81,3005.64,3981.06,4221.38,2854.92,2621.71,3128.92,3464.75,3461.53,2695.93,3119.5,4368.88,3728.56,2733.48,502.26,2767.56
33,2540.09,1442.27,1049.05,2411.23,2578.68,2299.64,506.91,2658.34,1229.88,3111.77,1167.74,1313.04,1721.97,778.95,1272.31,3243.27,292.24,2841.65,1298.71,832.36,3199.68,3143.09,2578.33,2311.74,3750.02,1316.94,2398.07,1285.16,1260.94,3070.21,3066.65,3468.85,4445.18,0.0,2566.73,1122.48,2659.66,755.35,289.12,2471.43,2986.96,3494.17,1383.27,1503.1,2552.98,1898.16,337.52,1398.23,3100.36,4167.05,2540.09
34,1307.71,1923.85,1836.92,524.07,1482.37,763.91,2589.16,1425.96,1981.64,817.85,1772.77,1632.28,1720.33,2174.83,1877.34,2146.97,2321.04,1564.34,1897.11,2739.14,2027.15,1970.56,1378.08,1591.48,2653.72,1904.17,1560.85,1777.48,1813.22,1792.89,1789.34,2296.32,2833.36,2420.82,0.0,1831.62,189.45,2110.86,2351.18,1363.39,1814.44,2321.64,1594.56,1591.34,1320.6,1249.31,2498.68,1858.37,1927.84,2889.73,1307.71
35,1840.2,1017.61,141.04,1889.06,1879.24,1777.46,1032.79,1958.45,258.42,2589.6,752.38,720.09,1022.09,618.46,749.88,2543.83,1179.3,2319.48,304.5,1390.81,2499.79,2443.2,1878.44,1611.85,3050.59,509.37,1698.18,566.9,542.69,2407.59,2440.76,2768.96,3923.0,974.7,2044.56,0.0,2137.48,554.5,1176.18,1771.99,2287.08,2794.28,683.38,803.21,1853.09,1198.28,942.32,446.02,2400.48,3644.87,1840.2
36,1400.63,2016.78,1929.84,616.99,1575.3,851.23,2682.08,1518.88,2074.56,910.77,1865.69,1725.2,1813.26,2267.75,1970.27,2239.89,2413.97,1657.26,1990.03,2832.06,2120.07,2063.49,1471.01,1684.41,2746.64,1997.09,1653.78,1870.41,1906.14,1885.81,1882.26,2389.25,2926.28,2513.74,189.45,1924.54,0.0,2203.79,2444.11,1456.32,1907.36,2414.57,1687.48,1684.26,1413.52,1342.24,2591.61,1951.3,2020.76,2982.66,1400.63
37,2070.76,1129.01,579.73,2119.62,2086.3,2008.03,697.02,2189.02,760.56,2820.16,762.95,1110.58,1252.65,118.95,659.92,2750.9,843.53,2550.04,829.39,1055.04,2730.35,2673.76,2109.01,1819.63,3257.65,843.5,1928.74,815.83,791.62,2638.15,2671.32,2999.53,4153.56,638.93,2275.12,653.15,2368.04,0.0,840.41,1979.05,2517.64,3006.74,913.95,1033.78,2083.66,1428.84,606.55,957.94,2631.04,3875.44,2070.76
38,2515.39,1372.63,1293.32,2341.6,2690.05,2230.0,782.07,2633.64,1356.69,3042.14,1098.1,1243.41,1953.71,1023.22,1202.68,3354.65,175.74,2772.02,1399.55,981.25,3234.83,3178.24,2585.76,2515.98,3861.4,1299.69,2602.3,1529.42,1505.21,3000.57,2997.02,3504.0,4375.54,289.12,2497.1,1366.74,2590.02,999.62,0.0,2571.07,3022.12,3529.32,1627.54,1747.36,2528.28,1833.0,612.68,1328.59,3135.52,4097.41,2515.39
39,698.46,2034.9,1699.56,1143.41,500.02,1058.32,2451.79,816.71,1851.42,1843.95,1875.08,1496.09,1268.4,2037.47,1979.66,1222.14,2423.35,1183.78,1759.75,2809.82,1286.62,1230.03,663.19,660.78,1728.89,1960.09,515.94,1567.72,1362.91,1194.42,1227.59,1555.8,2886.02,2393.71,1298.91,1694.26,1391.84,1973.5,2453.49,0.0,1073.91,1477.98,1173.03,1327.17,666.74,1284.21,2361.32,1663.33,1187.31,2607.89,698.46
40,976.72,2504.4,2103.92,1612.92,1237.39,1527.83,2856.16,1043.47,2272.24,2292.54,2353.32,1990.66,1923.76,2441.83,2457.89,1019.41,2901.59,660.14,2164.11,3214.18,432.45,375.86,986.57,1470.33,1611.85,2454.66,1424.89,2044.48,2069.16,425.02,536.37,1065.73,2770.35,2798.07,1768.42,2098.62,1861.34,2377.87,2931.73,1227.43,0.0,726.94,1861.56,1858.34,868.87,1688.57,2765.69,2157.9,333.14,2312.05,976.72
41,1348.08,2861.93,2475.28,1984.28,1132.06,1899.19,3227.52,1414.83,2643.59,2684.82,2689.18,2310.2,2082.5,2813.19,2793.76,412.18,3237.45,1141.89,2535.47,3585.54,431.9,629.97,1357.93,1578.18,1182.28,2774.19,1656.65,2381.82,2177.01,948.95,1060.31,1353.08,3294.29,3169.43,2139.78,2469.98,2232.7,2749.23,3267.59,1355.28,752.79,0.0,1987.13,2141.27,1240.23,2059.93,3137.04,2477.43,594.71,2835.99,1348.08
42,1556.45,1194.24,781.54,1727.17,1329.95,1615.57,1533.78,1674.71,949.86,2427.71,1021.5,642.51,465.07,1119.45,1126.07,1994.55,1569.77,1993.91,841.73,1891.8,2144.62,2088.03,1482.42,1063.28,2501.3,1106.51,1206.94,486.66,359.8,2052.42,2056.68,2413.79,3744.01,1475.69,1882.67,776.24,1975.59,1055.49,1599.91,1222.7,1931.91,2250.4,0.0,473.58,1524.74,1023.23,1443.31,809.75,2045.31,3465.89,1556.45
43,1474.9,1153.31,742.27,1523.76,1517.19,1412.16,1494.51,1593.16,910.59,2224.3,980.56,601.58,483.97,1080.18,1085.14,2181.78,1528.83,1954.18,802.47,1852.53,2134.49,2077.9,1513.15,1246.56,2688.53,1065.57,1332.88,682.84,584.71,2042.29,2075.46,2403.67,3557.7,1436.42,1679.26,736.97,1772.18,1016.22,1558.97,1409.94,1921.78,2428.99,311.85,0.0,1487.8,832.98,1404.04,768.81,2035.18,3279.57,1474.9
44,157.56,1888.63,1610.6,997.15,725.85,912.05,2362.83,258.77,1778.91,1697.69,1737.54,1497.34,1430.44,1948.51,1842.12,1197.82,2285.81,719.01,1670.79,2703.91,1051.94,995.35,241.35,969.9,1704.57,1868.94,952.54,1551.16,1586.9,959.74,944.01,1321.11,2739.75,2304.75,1152.64,1605.3,1245.57,1884.54,2315.95,755.08,839.23,1346.43,1368.24,1365.02,0.0,1195.25,2272.36,1664.57,952.63,2292.05,157.56
45,1360.97,1258.66,1201.32,1187.19,1428.17,1075.59,1953.56,1479.23,1316.44,1887.72,1107.58,967.09,1095.91,1539.23,1212.15,2092.77,1655.85,1617.6,1261.51,2073.95,2022.85,1966.26,1401.51,1134.92,2599.52,1238.97,1221.24,1141.89,1177.62,1846.16,1842.6,2292.03,3221.13,1755.63,1342.68,1196.02,1435.61,1475.27,1685.99,1320.92,1810.14,2317.35,958.96,955.74,1373.87,0.0,1861.94,1193.18,1923.54,2943.0,1360.97
46,2300.18,1358.43,809.15,2349.04,2338.77,2237.45,290.17,2418.44,989.98,3049.58,1093.2,1340.0,1482.07,539.05,1064.7,3003.37,550.34,2779.46,1058.81,879.36,2959.77,2903.18,2338.43,2071.84,3510.12,1077.03,2158.16,1045.25,1021.04,2867.57,2900.75,3228.95,4382.98,345.74,2504.54,882.57,2597.46,515.45,547.22,2231.52,2747.06,3254.27,1143.37,1263.2,2313.08,1658.26,0.0,1187.36,2860.46,4104.85,2300.18
47,1917.37,942.45,489.16,1780.29,1978.58,1668.69,1385.22,2035.63,321.58,2480.83,719.91,369.12,1083.24,970.89,824.48,2643.18,1317.97,2210.71,177.68,1736.07,2576.96,2520.37,1955.62,1689.03,3149.93,502.77,1775.35,619.56,597.64,2439.26,2435.71,2846.14,3814.23,1327.13,1935.79,450.45,2028.71,906.93,1348.11,1871.33,2364.25,2871.46,760.56,876.63,1930.27,1271.69,1294.75,0.0,2477.65,3536.1,1917.37
48,1099.51,2627.19,2226.71,1735.71,1360.18,1650.62,2978.95,1166.26,2395.02,2410.99,2476.1,2113.45,2046.55,2564.62,2580.68,865.58,3024.38,782.93,2286.9,3336.97,258.14,162.73,1109.36,1593.12,1635.68,2577.44,1547.68,2167.27,2191.95,543.47,654.82,1093.66,2888.8,2920.86,1891.21,2221.41,1984.13,2500.66,3054.52,1350.22,347.3,573.12,1984.35,1981.13,991.66,1811.36,2888.47,2280.68,0.0,2430.5,1099.51
49,2399.68,3682.4,3595.15,2576.84,2831.32,2705.83,4347.39,2398.88,3740.18,2393.4,3531.32,3390.83,3414.99,3933.06,3635.89,3012.65,4079.59,1973.38,3655.34,4497.69,2425.69,2367.48,2510.8,2954.45,3488.98,3662.71,2940.74,3535.72,3571.45,1904.92,2040.96,2944.44,502.26,4179.37,2771.7,3589.85,2864.62,3869.1,4109.73,2743.28,2212.98,2720.19,3352.79,3349.57,2328.05,3007.86,4256.92,3616.92,2324.75,0.0,2399.68
50,0.0,1875.66,1597.63,984.18,782.06,899.09,2349.87,317.68,1765.95,1684.72,1724.58,1484.37,1417.47,1935.54,1829.15,1295.94,2272.85,820.52,1657.82,2690.95,1150.05,1093.46,170.45,954.94,1802.69,1855.97,909.5,1538.2,1553.77,1057.85,1045.52,1419.23,2726.78,2291.78,1139.68,1592.33,1232.6,1871.58,2302.99,712.04,937.34,1444.55,1355.28,1352.05,168.57,1182.29,2259.4,1651.61,1050.74,2357.36,0.0
