,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
16,1673.78,2539.86,1500.7,1715.84,2418.36,1674.87,1828.27,2308.56,1744.36,1751.61,2751.86,2278.89,1972.39,2167.42,1640.2,1835.26,0.0,1552.27,3411.53,1543.42,2744.32,2494.23,1947.7,2020.62,2016.62,1178.87,1808.3,2731.35,2332.95,2236.32,1673.78
17,591.59,2132.75,1076.64,715.79,2243.78,1008.86,1495.45,2237.48,607.87,1494.21,2074.87,2207.81,1892.38,1320.95,911.7,1785.13,1597.19,0.0,3004.42,466.61,2337.21,2087.12,1783.94,1613.51,1966.49,1663.51,1738.96,2324.24,1925.84,1559.32,591.59
18,2990.33,1633.87,3304.18,3032.4,1744.9,3305.99,2119.06,2109.92,3038.25,2050.56,1845.62,1913.06,1980.83,3637.56,3228.31,2577.59,3266.15,2868.82,0.0,2859.97,1422.76,1588.25,1948.57,1679.8,2758.95,3678.64,2303.29,1409.8,1782.87,2152.58,2990.33
19,265.2,2142.68,1128.69,591.85,2253.71,895.4,1520.87,2175.99,321.86,1483.36,2204.05,2146.32,1830.89,1239.63,830.38,1720.58,1532.64,367.55,3014.35,0.0,2347.14,2097.06,1722.45,1623.45,1901.94,1737.73,1674.41,2334.18,1935.78,1688.51,265.2
20,2429.13,859.05,2742.98,2471.2,1045.87,2744.78,1557.86,1456.49,2477.05,1489.36,742.4,1313.83,1419.63,3076.36,2667.11,2016.39,2704.94,2307.62,1356.01,2298.77,0.0,617.77,1387.37,1118.59,2197.75,3117.43,1742.08,112.59,972.12,1230.41,2429.13
21,2141.62,313.22,2455.47,2183.69,531.0,2457.27,1270.35,1102.67,2189.54,1201.85,942.43,819.2,1054.39,2788.85,2379.6,1728.88,2417.44,2020.11,1545.69,2011.26,669.61,0.0,1099.86,831.09,1910.24,2829.93,1454.58,616.06,924.34,1328.82,2141.62
22,1690.22,1137.72,1881.62,1732.29,919.74,1980.88,602.75,712.46,1760.81,534.24,1398.78,682.8,258.44,2337.45,1928.2,1155.03,1843.58,1568.71,2032.38,1559.86,1365.17,1115.08,0.0,381.83,1336.39,2256.07,801.3,1352.2,953.8,1170.39,1690.22
23,1534.24,843.53,1848.09,1576.31,954.57,1849.89,505.74,823.47,1582.16,437.23,1081.61,793.8,423.0,2181.47,1772.22,1121.49,1810.05,1412.73,1715.21,1403.88,1047.99,797.91,390.74,0.0,1302.86,2222.54,797.02,1035.03,636.63,907.59,1534.24
24,1913.95,1993.81,1914.26,1956.02,1872.32,2013.52,1282.22,1762.51,1984.54,1205.56,2205.82,1732.85,1426.35,2506.07,2053.76,420.3,1876.23,1792.45,2865.49,1783.6,2198.27,1948.19,1401.66,1474.58,0.0,2288.72,1213.82,2185.31,1786.91,1690.27,1913.95
25,1625.82,2931.23,1108.98,1617.69,2809.73,1317.06,2219.64,2699.93,1696.41,2142.98,3143.24,2670.27,2363.77,1842.74,1248.47,2226.63,1304.44,1699.67,3802.9,1670.43,3135.69,2885.6,2339.07,2411.99,2407.99,0.0,2199.67,3122.72,2724.33,2627.69,1625.82
26,1668.92,1486.43,1758.37,1710.99,1490.8,1857.63,558.69,1260.74,1739.51,482.03,1698.44,1231.08,915.64,2316.16,1897.86,951.43,1720.33,1547.42,2358.1,1538.56,1690.89,1440.8,807.2,809.51,1132.79,2132.82,0.0,1677.92,1279.53,1182.89,1668.92
27,2429.28,845.82,2743.14,2471.35,1032.64,2744.94,1558.02,1456.65,2477.2,1489.51,728.24,1300.6,1419.79,3076.52,2667.26,2016.54,2705.1,2307.78,1389.49,2298.93,111.54,604.54,1387.53,1118.75,2197.9,3117.59,1742.24,0.0,957.96,1218.62,2429.28
28,1911.21,784.02,2225.06,1953.28,866.18,2226.86,1039.94,1046.73,1959.13,971.44,526.78,816.96,853.7,2558.44,2149.19,1498.47,2187.02,1789.7,1686.6,1780.85,995.48,762.42,869.45,600.68,1679.83,2599.51,1224.16,981.15,0.0,744.52,1911.21
29,1630.38,1199.39,2076.5,1819.47,1281.54,2066.26,901.36,1462.09,1586.83,908.39,769.85,1232.32,1154.87,2488.04,2078.79,1440.67,2129.22,1510.14,2016.35,1610.62,1202.23,1177.79,1046.43,876.0,1622.03,2541.71,1166.36,1238.24,699.95,0.0,1630.38
30,0.0,2199.01,1065.28,412.67,2310.04,805.72,1561.71,2237.36,156.61,1544.74,2141.13,2207.7,1892.27,1176.23,766.97,1781.96,1594.02,492.65,3070.68,196.29,2403.47,2153.39,1783.83,1679.78,1963.32,1740.35,1735.79,2390.51,1992.11,1625.59,0.0
