,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
17,1183.77,1583.25,707.44,759.92,1789.03,1065.5,1548.32,914.89,1794.06,1774.08,690.07,1286.86,754.18,1264.82,2050.59,908.78,1015.65,0.0,1263.56,1050.43,1257.47,1151.79,1219.8,2235.89,1558.67,320.03,1769.58,2954.63,1382.55,369.85,1183.77
18,2101.11,2269.15,994.9,1037.62,2706.37,586.44,684.1,716.57,2479.96,2459.98,1266.13,2204.21,1043.98,1950.72,2232.81,686.07,1701.55,1317.36,0.0,554.64,1887.08,2069.13,825.95,1611.06,647.9,1298.03,879.57,3860.51,742.08,1353.88,2101.11
19,1955.26,2354.75,849.04,891.76,2542.37,462.52,719.92,581.67,2565.56,2545.57,1120.28,2058.36,898.13,2036.31,1961.76,522.38,1787.14,1171.5,555.82,0.0,1616.03,1923.28,554.9,1762.28,850.93,1152.18,1082.61,3726.12,511.54,1208.02,1955.26
20,1953.8,2463.04,1380.45,1505.26,2354.31,1740.03,1719.6,1589.42,2673.85,2653.87,1313.65,1974.41,1536.9,2084.92,1207.79,1583.31,1883.71,1436.67,1851.55,1646.74,0.0,1895.32,1391.07,2482.08,2146.66,1345.54,2015.77,3784.52,1554.72,1401.39,1953.8
21,777.3,1496.62,1351.79,1476.59,1382.56,1709.84,2177.47,1559.23,1707.43,1687.44,1334.41,880.39,1449.69,1118.5,2637.22,1553.12,917.28,1071.56,1907.91,1694.77,1844.1,0.0,1848.94,2865.04,2203.02,1147.11,2398.73,2818.09,2012.58,1233.33,777.3
22,1886.31,2395.55,1098.64,1057.03,2286.82,812.45,471.17,899.45,2606.36,2586.38,1246.16,1906.92,1063.4,2017.43,1857.0,857.99,1816.22,1409.43,740.41,535.6,1473.76,1827.83,0.0,1629.2,1035.52,1278.05,1162.89,3717.03,401.31,1333.9,1886.31
23,2955.28,3464.52,2189.83,2148.22,3355.79,1976.93,1657.7,2063.94,3675.33,3655.35,2315.13,2975.9,2154.59,3086.4,2847.9,2022.48,2885.19,2478.4,1647.72,1725.48,2540.24,2896.8,1469.81,0.0,1292.88,2347.02,1133.34,4786.0,1633.45,2402.87,2955.28
24,2344.03,2717.19,1237.81,1280.53,2949.29,883.43,818.8,970.44,2928.0,2908.02,1509.04,2447.12,1286.9,2398.75,2475.73,928.98,2149.59,1560.27,554.22,797.55,2129.99,2312.05,1068.86,1359.51,0.0,1540.94,571.81,4114.89,923.82,1596.79,2344.03
25,1372.57,1772.06,548.86,462.0,1969.38,1153.1,1573.41,966.68,1982.87,1962.89,466.64,1475.67,456.25,1453.62,2065.3,996.38,1204.46,332.24,1351.17,1138.03,1272.18,1340.59,1244.89,2260.98,1646.28,0.0,1794.67,3143.44,1408.53,148.28,1372.57
26,2513.95,3023.19,1645.98,1688.7,2914.46,1291.6,1086.24,1378.61,3234.0,3214.02,1873.8,2534.56,1695.07,2645.07,2444.64,1337.15,2443.86,1968.44,962.39,1205.72,2098.91,2455.47,1028.48,1216.46,574.96,1905.69,0.0,4344.67,1192.12,1961.54,2513.95
27,2273.97,2309.33,3197.96,3322.76,2655.1,3556.01,4022.51,3405.4,1808.42,1881.05,3180.58,2313.05,3201.39,2508.75,4482.26,3399.29,2510.5,2917.74,3754.08,3540.94,3689.14,2795.83,3693.98,4710.07,4049.19,2993.28,4243.76,0.0,3857.62,3079.5,2273.97
28,2107.65,2603.55,1097.85,1140.57,2508.16,743.47,288.58,830.48,2814.36,2794.38,1369.08,2128.26,1146.94,2238.77,1927.55,789.02,2035.95,1420.31,625.52,449.58,1581.82,2049.17,347.59,1728.06,913.65,1400.98,1145.33,3938.36,0.0,1456.83,2107.65
29,1364.07,1763.55,635.55,548.68,1960.88,1131.15,1603.26,980.54,1974.36,1954.38,461.54,1467.17,542.94,1445.12,2043.34,974.43,1195.95,323.74,1329.21,1116.08,1250.22,1332.09,1274.73,2290.82,1624.33,86.69,1824.51,3134.93,1438.37,0.0,1364.07
30,0.0,1127.13,1358.33,1483.14,819.1,1716.39,2060.43,1565.77,1176.15,1156.17,1340.95,200.05,1382.73,685.89,2520.18,1559.66,691.85,1078.1,1914.45,1701.31,1727.05,754.32,1731.9,2747.99,2209.56,1153.65,2281.68,2260.75,1895.54,1239.87,0.0
